,StationID,MAST_Station,MAST_Latdd,MAST_Longdd,Station,Gear,Year,Depth.bot,Temp.surf,Sal.surf,DIN.surf,Water.surf,Temp.bot,Sal.bot,DIN.bot,Water.bot,MeanStrat,IntChla,phi5,TOC,MLD
99,NB-Y01-2012,NB-Y01,61.0,-169.0,162.0,CTD,2012,37.0,6.902,31.129,-0.597837001,5.0,6.907,31.129,0.029558802,5.0,0.0,3.869115504,5.9316094160000015,0.541309784,33.0
100,NB-Y02-2012,NB-Y02,61.0,-168.0,163.0,CTD,2012,28.0,7.407,31.056,-0.867500568,6.0,7.414,31.064,-1.560647748,6.0,0.038425022,3.3877743610000004,6.133924623,0.082524452,24.0
101,NB-Z01-2012,NB-Z01,60.5,-169.0,165.0,CTD,2012,40.0,4.797,30.864,0.058268908,5.0,3.065,31.085,0.542324291,5.0,0.09694811,3.5085559,7.675712653,0.378282023,19.0
102,NB-Z03-2012,NB-Z03,60.5,-167.0,166.0,CTD,2012,28.0,8.589,29.978,-0.967584026,6.0,8.606,29.992,-1.139434283,6.0,0.043437268,4.082609306,3.476234867,0.410778881,23.0
103,NB-ZZ02-2012,NB-ZZ02,60.0,-168.0,167.0,CTD,2012,26.0,7.282999999999999,30.623,-1.347073648,6.0,7.291,30.625,-0.713349888,6.0,0.023967817,3.996364154,5.134742783,0.5824755220000001,21.0
104,CH-A01-2013,CH-A01,66.0,-168.5,2.0,CTD,2013,55.0,10.64,28.5,0.444685821,6.0,3.58,31.95,0.647103242,5.0,0.16445971,3.250374492,6.149510846,1.334269546,38.5
105,CH-A02-2013,CH-A02,66.0,-167.27151202424716,5.0,CTD,2013,15.0,10.65,29.24,-0.223143551,6.0,8.74,30.28,0.418710335,6.0,0.173091905,0.955511445,2.372375632,1.366872881,7.5
106,CH-B01-2013,CH-B01,66.5,-168.5,11.0,CTD,2013,52.0,9.22,29.77,-1.171182982,6.0,4.05,31.82,0.343589704,5.0,0.149393367,3.000719815,7.489864282,0.778545649,25.5
107,CH-B02-2013,CH-B02,66.5,-167.24690249690434,9.0,CTD,2013,29.0,7.689211667,32.6981387,-0.287682072,,5.962909982,31.04390612,-0.342490309,,0.199966688,2.104134154,7.37060767,0.815111631,0.0
108,CH-B03-2013,CH-B03,66.5,-165.993804993809,6.0,CTD,2013,18.0,11.8,28.31,-3.506557897,6.0,9.16,30.06,-3.506557897,6.0,0.191308408,0.78845736,3.96968872,0.358493003,9.5
109,CH-C01-2013,CH-C01,67.0,-168.5,12.0,CTD,2013,39.0,7.14,30.61,-0.301105093,6.0,2.23,32.06,0.783901544,5.0,0.153360209,3.45946629,7.473285757,0.75,16.0
110,CH-C02-2013,CH-C02,67.0,-167.2211874378042,14.0,CTD,2013,39.0,4.78,32.19,-0.693147181,5.0,1.97,32.23,1.327075001,5.0,0.094847827,3.688879454,6.64068078,0.8157020209999999,19.5
111,CH-C03-2013,CH-C03,67.0,-165.942374875608,17.0,CTD,2013,24.0,10.33,30.02,-0.478035801,6.0,6.7,31.71,-2.995732274,5.0,0.171041179,2.2300144,2.800206312,0.561724929,3.0
112,CH-C04-2013,CH-C04,67.0,-164.663562313412,19.0,CTD,2013,27.0,12.76,29.39,0.09531018,6.0,6.65,31.43,-0.84397007,5.0,0.183228701,1.791759469,3.215534902,0.516469705,21.0
113,CH-D01-2013,CH-D01,67.5,-168.5,29.0,CTD,2013,49.0,6.45,30.93,-1.272965676,5.0,1.46,32.4,2.903616985,5.0,0.137912025,5.195730778,8.693100713,1.2,
114,CH-D02-2013,CH-D02,67.5,-167.19429331368374,27.0,CTD,2013,46.0,4.57,32.29,-1.7147984280000002,5.0,2.32,32.46,2.607861474,5.0,0.095307405,4.109233175,8.407311863,1.459981612,25.0
115,CH-D03-2013,CH-D03,67.5,-165.888586627367,25.0,CTD,2013,40.0,7.39,31.73,-0.162518929,6.0,2.6,32.21,0.548121409,5.0,0.127502935,2.660259537,6.58930531,1.175271338,22.5
116,CH-D04-2013,CH-D04,67.5,-164.58287994105,21.0,CTD,2013,29.0,12.32,28.7,-0.010050336,6.0,5.98,31.58,-2.525728644,5.0,0.189784954,2.3887627890000003,6.5268675489999985,0.41,20.0
117,CH-E01-2013,CH-E01,68.0,-168.5,30.0,CTD,2013,58.0,4.86,32.37,1.047318994,5.0,1.26,32.75,3.113515309,5.0,0.102527548,6.0330862220000006,8.452218644,1.26,49.0
118,CH-E02-2013,CH-E02,68.0,-167.16613990126982,34.0,CTD,2013,56.0,6.53,31.97,0.39877612,5.0,2.3,32.42,1.756132292,5.0,0.111787296,5.275560379,5.320714238,0.44,18.0
119,CH-E03-2013,CH-E03,68.0,-165.82,37.0,CTD,2013,28.0,11.61,27.83,-0.139262067,6.0,7.01,30.9,-0.186329578,6.0,0.19221599600000006,2.509599262,2.395278673,0.476695294,19.0
120,CH-F01-2013,CH-F01,68.5,-168.5,41.0,CTD,2013,51.0,5.996037798,33.18626961,-0.84397007,,3.0482031660000004,31.88594652,2.581730834,,0.127279595,4.4212473480000005,7.668399785,1.446484516,0.0
121,CH-F02-2013,CH-F02,68.5,-167.13663950927926,38.0,CTD,2013,35.0,10.43,28.57,-0.301105093,6.0,6.56,31.38,-1.30933332,5.0,0.179097748,3.148453361,6.421292459,0.7091479490000001,21.5
122,CH-G01-2013,CH-G01,69.0,-168.5,42.0,CTD,2013,52.0,7.14,31.4,0.636576829,6.0,2.25,32.27,2.2071749080000003,5.0,0.128276212,2.4932054530000003,9.972462083,1.5,25.0
123,CH-G02-2013,CH-G02,69.0,-167.105696090033,47.0,CTD,2013,46.0,9.03,29.81,-1.078809661,6.0,3.78,32.02,0.165514438,5.0,0.155075764,3.363841595,8.984430977999999,1.09,34.0
124,CH-G03-2013,CH-G03,69.0,-165.70791833333334,43.0,CTD,2013,20.0,9.31,29.62,0.39877612,6.0,8.01,30.7,-1.203972804,6.0,0.15828941300000002,1.824549292,2.046948949,0.420341045,14.5
125,CH-H01-2013,CH-H01,69.5,-168.5,62.0,CTD,2013,51.0,7.86,30.67,-2.302585093,6.0,2.46,32.12,0.837247525,5.0,0.139862224,2.4932054530000003,8.513102384,1.138082552,42.0
126,CH-H02-2013,CH-H02,69.5,-167.0732042174865,59.0,CTD,2013,46.0,8.21,30.27,0.530628251,6.0,4.62,31.84,-1.609437912,5.0,0.14206135,2.809402695,5.641330694,0.46526187,35.5
127,CH-H04-2013,CH-H04,69.5,-164.21961265246,50.0,CTD,2013,22.0,9.23,28.38,-0.544727175,6.0,6.06,31.29,-1.386294361,5.0,0.201326127,1.960094784,3.265090608,0.08,13.0
128,CH-I01-2013,CH-I01,70.0,-168.5,63.0,CTD,2013,43.0,6.53,30.86,-2.407945609,5.0,-0.98,32.66,1.553925203,3.0,0.149118934,1.589235205,7.20341982,1.443008259,37.5
129,CH-I02-2013,CH-I02,70.0,-167.03904791900405,67.0,CTD,2013,47.0,6.77,30.58,-1.7719568419999998,5.0,2.71,32.14,1.269760545,5.0,0.137511896,2.63188884,5.220136657,0.718541367,37.0
130,CH-I03-2013,CH-I03,70.0,-165.578095838008,69.0,CTD,2013,41.0,7.35,29.59,-1.660731207,6.0,3.5,32.07,-1.560647748,5.0,0.15711465800000002,2.809402695,6.4311740760000005,0.49,32.0
131,CH-I04-2013,CH-I04,70.0,-164.135295,73.0,CTD,2013,31.0,4.97,31.05,-1.966112856,5.0,3.77,31.86,0.862889955,5.0,0.12984953400000002,3.956996371,3.367491648,0.16,22.0
132,CH-J01-2013,CH-J01,70.5,-168.5,89.0,CTD,2013,40.0,3.926525618,32.16122642,-3.506557897,,0.170143378,32.29726462,-0.342490309,,0.156424104,2.163323026,5.439996989,0.80524548,0.0
133,CH-J02-2013,CH-J02,70.5,-167.003099320258,86.0,CTD,2013,50.0,4.7,31.69,-2.120263536,5.0,-0.71,32.49,0.732367894,3.0,0.13179891,2.066862759,3.78153408,0.78,29.0
134,CH-J03-2013,CH-J03,70.5,-165.506198640516,83.0,CTD,2013,43.0,6.37,30.33,-1.560647748,5.0,-0.56,32.4,1.17557333,3.0,0.15124659599999998,2.332143895,8.560373824,0.81,38.5
135,CH-J04-2013,CH-J04,70.5,-164.009297960774,74.0,CTD,2013,43.0,6.49,29.73,-2.207274913,5.0,-0.63,32.55,1.860974538,3.0,0.161743156,2.541601993,6.4039971620000005,1.084659139,38.5
136,CH-J05-2013,CH-J05,70.5,-162.512397281032,78.0,CTD,2013,34.0,2.7,28.8,-1.609437912,1.0,-0.79,32.62,1.902107526,3.0,0.180116057,2.104134154,4.765501023000001,0.28,24.0
137,CH-J06-2013,CH-J06,70.5,-161.00060166666663,75.0,CTD,2013,24.0,0.7,31.87,2.046401688,5.0,-1.25,32.62,2.3617969530000003,3.0,0.135012128,1.7227665980000002,2.415242147,0.85908902,8.0
138,CH-K01-2013,CH-K01,71.0,-168.5,96.0,CTD,2013,47.0,4.89,31.32,-2.813410717,5.0,-0.78,32.5,0.636576829,3.0,0.133694739,2.379546134,9.024965373999999,1.19,29.0
139,CH-K02-2013,CH-K02,71.0,-166.9652170796879,93.0,CTD,2013,46.0,4.57,30.79,-2.659260037,5.0,0.59,32.2,1.278152203,5.0,0.13571366,1.609437912,9.125787637,0.86,35.0
140,CH-K03-2013,CH-K03,71.0,-165.430434159376,90.0,CTD,2013,42.0,4.2,30.89,-2.995732274,5.0,-1.21,32.63,2.1994443340000003,3.0,0.141577545,2.660259537,7.079548008,0.52,28.5
141,CH-K04-2013,CH-K04,71.0,-163.895651239064,98.0,CTD,2013,43.0,3.12,29.7,-2.995732274,1.0,-1.39,32.67,2.106570209,3.0,0.165466028,3.546739687,7.802563681,0.76,21.5
142,CH-K05-2013,CH-K05,71.0,-162.360868318752,101.0,CTD,2013,46.0,-0.01,30.13751521,-2.525728644,,-0.078415101,33.26273535,2.583997552,,0.15745874,3.828641396,6.280923499,0.45,0.0
143,CH-K06-2013,CH-K06,71.0,-160.82608539844,103.0,CTD,2013,46.0,2.37,28.19,-1.347073648,1.0,-1.68,32.9,-0.7550225840000001,3.0,0.17507362699999998,3.194583132,5.627610505,0.6,26.0
144,CH-K07-2013,CH-K07,71.0,-159.291302478128,106.0,CTD,2013,54.0,3.83,30.46,-2.995732274,5.0,-1.64,32.89,2.737609003,3.0,0.144098552,3.845883203,3.797367509,0.6,28.0
145,CH-K08-2013,CH-K08,71.0,-157.77290666666667,110.0,CTD,2013,23.0,5.26,30.17,1.84738011,5.0,3.01,31.62,24.03,5.0,0.160414645,2.944438979,4.135757652,0.097295382,15.0
146,CH-L02.5-2013,CH-L02.5,71.5,-166.14532,126.0,CTD,2013,44.0,2.32,28.85,-3.506557897,1.0,-1.24,32.6,1.86872051,3.0,0.16779695,2.091864062,9.131812525,0.9,33.0
147,CH-L03-2013,CH-L03,71.5,-165.35048913674402,124.0,CTD,2013,42.0,1.02,27.56,-2.659260037,1.0,-1.49,32.72,2.657458415,3.0,0.180329171,2.079441542,8.649277426,0.8,23.0
148,CH-L04-2013,CH-L04,71.5,-163.775733705116,121.0,CTD,2013,44.0,-0.01,26.29,-2.302585093,1.0,-1.56,32.73,2.559550193,3.0,0.187713465,3.681351188,9.692780819,1.26,19.5
149,CH-L05-2013,CH-L05,71.5,-162.200978273488,119.0,CTD,2013,45.0,0.66,26.05,-1.7147984280000002,1.0,-1.64,32.74,2.836736542,3.0,0.190860516,3.284663565,9.654014709,1.47,23.0
150,CH-L06-2013,CH-L06,71.5,-160.62622284186,117.0,CTD,2013,47.0,0.53,25.86,-1.7719568419999998,1.0,-1.67,32.76,2.733717948,3.0,0.187761071,3.779633817,9.557719393,1.19,24.5
151,CH-L07-2013,CH-L07,71.5,-159.051467410231,115.0,CTD,2013,53.0,3.08,27.1,-0.7765287890000001,1.0,-1.67,32.7,2.796671393,3.0,0.174913142,3.360375387,9.447221814,1.15,25.5
152,CH-L08-2013,CH-L08,71.5,-157.476711978602,111.0,CTD,2013,99.0,3.74,27.2,-1.966112856,1.0,-1.55,32.76,2.598979106,3.0,0.149974808,2.954910279,9.87724658,1.64,56.0
153,CH-M05-2013,CH-M05,72.0,-162.032030974608,129.0,CTD,2013,33.0,-0.01,25.45764124,-1.966112856,,-1.28594738,32.83343095,2.173614712,,0.220546838,3.765840495,3.769615365,0.1,0.0
154,CH-M06-2013,CH-M06,72.0,-160.41503871826,133.0,CTD,2013,39.0,1.37,25.85,-2.207274913,1.0,-1.65,32.67,2.599722324,3.0,0.197133328,3.0106208860000003,6.48466067,1.6782560830000002,23.5
155,CH-M07-2013,CH-M07,72.0,-158.798046461912,140.0,CTD,2013,54.0,2.2,28.11,-2.207274913,1.0,-1.67,32.76,2.05284086,3.0,0.165971402,3.317815773,7.954555803,1.017706854,25.5
156,CH-M08-2013,CH-M08,72.0,-157.181054205564,136.0,CTD,2013,90.0,2.77,27.71,-1.897119985,1.0,-1.66,32.78,2.233235015,3.0,0.15193127,3.2657594110000003,7.490320745,1.332410038,38.5
157,CH-N05.5-2013,CH-N05.5,72.5,-161.86,148.0,CTD,2013,44.0,0.28,26.91,-1.078809661,1.0,-1.48,32.84,2.280339484,3.0,0.181808967,3.04927304,8.33126641,1.02,23.0
158,CH-N06-2013,CH-N06,72.5,-160.191563373909,145.0,CTD,2013,47.0,0.16,26.9,-1.7147984280000002,1.0,-1.64,32.56,2.542389085,3.0,0.18078235,3.238678452,10.56029805,1.209569629,29.5
159,CH-N07-2013,CH-N07,72.5,-158.52987604869,142.0,CTD,2013,54.0,1.81,26.9,-2.207274913,1.0,-1.65,32.66,2.665838352,3.0,0.16959708399999998,3.440418095,10.43171454,1.45721645,37.0
160,NB-P02.5-2013,NB-P02.5,65.4,-168.0,1.0,CTD,2013,42.0,10.33,30.73,0.067658648,6.0,5.45,31.75,-0.446287103,5.0,0.146771318,2.949688335,9.334880823999999,1.36,21.0
161,NB-Q01-2013,NB-Q01,65.0,-169.0,153.0,CTD,2013,50.0,4.95,31.75,-1.427116356,5.0,1.34,32.5,1.350667183,5.0,0.117658021,5.6326444470000006,3.54541958,0.2,22.5
162,NB-Q02-2013,NB-Q02,65.0,-168.0,154.0,CTD,2013,40.0,9.55,28.57,-2.813410717,6.0,1.96,31.78,-3.912023005,5.0,0.172635998,3.735285827,5.007425,0.23,17.5
163,NB-R00-2013,NB-R00,64.5,-170.0,159.0,CTD,2013,44.0,0.57,32.01,2.4932054530000003,5.0,0.13,32.06,2.574137784,5.0,0.062694887,2.803360381,4.142463035,0.27,17.5
164,NB-R01-2013,NB-R01,64.5,-169.0,158.0,CTD,2013,42.0,5.04,31.68,2.3466019780000003,5.0,1.73,32.17,1.075002423,5.0,0.114231146,4.252771799,3.42636834,0.28,33.5
165,NB-R02-2013,NB-R02,64.5,-168.0,157.0,CTD,2013,36.0,7.23,31.33,-1.171182982,6.0,0.79,32.12,1.759580571,5.0,0.14043799099999998,3.804437795,4.028647416,0.23,24.0
166,NB-R03-2013,NB-R03,64.5,-167.0,156.0,CTD,2013,28.0,8.26,30.64,-1.427116356,6.0,2.09,31.53,0.792992516,5.0,0.15859864,2.549445171,3.587225393,1.46,10.0
167,NB-R04-2013,NB-R04,64.38333333333334,-166.0,155.0,CTD,2013,25.0,9.95,28.01,-1.7147984280000002,6.0,8.96,30.72,0.693147181,6.0,0.179888872,2.517696473,4.782930523,1.08,12.0
168,NB-S00-2013,NB-S00,64.0,-170.0,160.0,CTD,2013,34.0,5.72,31.58,0.943905899,5.0,5.57,31.6,1.095273387,5.0,0.057798431,4.120661871,4.774934555,0.39,2.0
169,NB-S01-2013,NB-S01,64.0,-169.0,161.0,CTD,2013,35.0,4.56,31.65,0.157003749,5.0,3.24,31.78,1.958685341,5.0,0.091974531,5.136386498999999,2.272007426,0.08,28.0
170,NB-S02-2013,NB-S02,64.0,-168.0,162.0,CTD,2013,37.0,5.87,31.51,-1.832581464,5.0,2.96,31.85,2.194999882,5.0,0.116178342,5.285232127,4.912229636,0.22,27.5
171,NB-S03-2013,NB-S03,64.0,-167.0,163.0,CTD,2013,33.0,7.79,31.0,-1.272965676,6.0,1.81,31.98,-1.7147984280000002,5.0,0.145888063,3.517497837,3.226453161,1.22,26.5
172,NB-S04-2013,NB-S04,64.0,-166.0,164.0,CTD,2013,23.0,9.97,26.62,-0.693147181,6.0,9.43,30.64,-0.356674944,6.0,0.201352163,2.753660712,4.045830115,0.490291633,4.5
173,NB-S05-2013,NB-S05,64.1,-164.5,166.0,CTD,2013,21.0,10.01,22.05,-0.478035801,6.0,4.22,31.93,-0.494296322,5.0,0.26370872100000003,1.029619417,7.613520016,0.515135541,16.0
174,NB-S06-2013,NB-S06,64.1,-163.5,167.0,CTD,2013,21.0,10.03,25.61,0.086177696,6.0,6.72,30.78,0.086177696,5.0,0.2456979,1.916922612,2.046948949,0.572357679,11.0
175,NB-S07-2013,NB-S07,64.1,-162.5,168.0,CTD,2013,21.0,10.34,21.24,-0.733969175,6.0,10.01,24.03,-0.693147181,6.0,0.21053515,2.272125886,2.046948949,0.4939571,8.5
176,NB-T02-2013,NB-T02,63.5,-168.0,174.0,CTD,2013,33.0,5.32,31.15,-0.820980552,5.0,0.92,31.95,0.8501509290000001,5.0,0.136681415,3.222867846,2.803569154,1.18,23.0
177,NB-T03-2013,NB-T03,63.5,-167.0,173.0,CTD,2013,27.0,6.52,30.7,-2.120263536,5.0,1.35,31.94,-2.407945609,5.0,0.161383324,2.660259537,6.995136792,0.6672226529999999,16.0
178,NB-T04-2013,NB-T04,63.5,-166.0,172.0,CTD,2013,24.0,9.47,30.59,-1.897119985,6.0,9.38,30.62,-0.328504067,6.0,0.065396337,2.32238772,3.052228265,1.021036066,7.0
179,NB-T05-2013,NB-T05,63.75,-164.5,171.0,CTD,2013,15.0,10.52,26.57,-0.040821995,6.0,10.49,27.31,0.198850859,6.0,0.150472577,2.360854001,3.825975592,0.712978388,0.0
180,NB-T06-2013,NB-T06,63.75,-163.5,170.0,CTD,2013,15.0,10.13,23.61,0.19062036,6.0,9.33,29.15,0.412109651,6.0,0.250219391,2.48490665,5.132538482,0.50782454,8.5
181,NB-T07-2013,NB-T07,63.75,-162.5,169.0,CTD,2013,17.0,10.12,23.72,-0.342490309,6.0,7.12,28.85,0.058268908,6.0,0.24999712,2.370243741,2.046948949,0.08,
182,NB-U02-2013,NB-U02,63.0,-167.75,175.0,CTD,2013,24.0,7.53,30.49,-2.407945609,6.0,0.83,31.51,0.048790164,5.0,0.162833969,2.272125886,3.1625623,0.56,13.5
183,NB-U03-2013,NB-U03,63.0,-167.0,176.0,CTD,2013,26.0,9.01,30.45,-1.897119985,6.0,6.69,31.0,-0.314710745,5.0,0.136537265,2.219203484,4.000634328,1.16,18.0
184,NB-U04-2013,NB-U04,63.0,-166.0,177.0,CTD,2013,21.0,9.24,28.29,-1.660731207,6.0,9.51,30.28,-1.897119985,6.0,0.186985051,1.7227665980000002,4.657405573999999,1.0216984059999998,3.0
185,NB-V00-2013,NB-V00,62.5,-170.0,181.0,CTD,2013,36.0,9.242491324,29.18160091,-4.6051701860000005,,0.096921131,31.82780526,-0.597837001,,0.15488559,3.1267605360000004,8.730979327,0.62,0.0
186,NB-V01-2013,NB-V01,62.5,-169.0,180.0,CTD,2013,32.0,7.04,30.63,-1.427116356,6.0,-0.25,31.97,1.266947603,2.0,0.155700111,2.066862759,3.822302971,0.16,15.0
187,NB-V02-2013,NB-V02,62.5,-168.0,179.0,CTD,2013,29.0,7.42,30.39,-3.218875825,6.0,-0.23,31.6,0.488580015,2.0,0.165803274,2.219203484,4.487730607,0.330159548,16.0
188,NB-V03-2013,NB-V03,62.5,-167.0,178.0,CTD,2013,32.0,8.49,30.02,-2.120263536,6.0,2.67,31.04,-2.040220829,5.0,0.160996511,2.104134154,4.990408086,0.838238465,17.0
189,NB-W00-2013,NB-W00,62.0,-170.0,182.0,CTD,2013,45.0,7.66,30.24,-1.832581464,6.0,-1.14,31.39,1.7934247490000002,2.0,0.13965525199999998,2.901421594,8.615103017000001,0.53,17.0
190,NB-W01-2013,NB-W01,62.0,-169.0,183.0,CTD,2013,38.0,8.45,30.03,-2.995732274,6.0,-0.62,31.41,0.652325186,2.0,0.156606184,3.234749174,7.641334962,0.38,17.0
191,NB-W02-2013,NB-W02,62.0,-168.0,184.0,CTD,2013,28.0,8.27,30.0,-2.302585093,6.0,3.71,30.89,-2.813410717,5.0,0.154469565,2.163323026,3.864206084,1.07692342,19.0
192,NB-W03-2013,NB-W03,62.0,-167.0,185.0,CTD,2013,29.0,9.13,30.3,-2.525728644,6.0,6.92,31.05,-2.995732274,5.0,0.142710875,2.341805806,2.731036791,1.534409593,20.0
193,NB-X00-2013,NB-X00,61.5,-170.0,189.0,CTD,2013,45.0,7.75,30.12,-1.7147984280000002,6.0,-0.86,31.08,1.444563269,2.0,0.136346324,4.518522379,7.458124315,0.104655706,23.0
194,NB-X01-2013,NB-X01,61.5,-169.0,188.0,CTD,2013,36.0,7.67,30.25,-1.139434283,6.0,0.91,31.01,0.824175443,5.0,0.141861241,3.000719815,3.083771501,0.463690448,22.0
195,NB-X02-2013,NB-X02,61.5,-168.0,187.0,CTD,2013,28.0,8.28,30.51,-2.120263536,6.0,8.28,30.51,-1.832581464,6.0,0.018988289,3.0301337000000004,4.579301257,0.22,7.0
196,NB-X03-2013,NB-X03,61.5,-167.0,186.0,CTD,2013,24.0,10.22,30.0,-1.2378743559999998,6.0,10.22,30.0,-1.30933332,6.0,0.02,3.303216973,5.370939134,0.815380115,9.0
197,NB-Y00-2013,NB-Y00,61.0,-170.0,190.0,CTD,2013,47.0,7.98,30.15,-1.966112856,6.0,-0.59,30.87,1.568615918,2.0,0.133924302,3.758871826,7.194109984,0.42426206,22.5
198,NB-Y01-2013,NB-Y01,61.0,-169.0,191.0,CTD,2013,38.0,6.1,30.35,-0.94160854,5.0,2.2,30.52,0.431782416,5.0,0.112013889,3.117949906,6.5145612339999985,0.625254683,28.0
199,NB-Y02-2013,NB-Y02,61.0,-168.0,192.0,CTD,2013,29.0,8.78,30.47,-1.427116356,6.0,8.82,30.47,-1.171182982,6.0,0.0,2.797281335,4.566160622,0.633889776,23.0
200,NB-Y03-2013,NB-Y03,61.0,-167.0,193.0,CTD,2013,23.0,10.36,30.42,-2.659260037,6.0,10.32,30.41,-1.7147984280000002,6.0,0.0,3.484312288,4.957954127,0.612381641,0.0
201,NB-Z02-2013,NB-Z02,60.5,-168.0,195.0,CTD,2013,29.0,9.3,30.7,-1.46967597,6.0,9.3,30.7,-1.560647748,6.0,0.019679897,3.839452313,5.373784929,0.626829528,11.0
202,NB-Z03-2013,NB-Z03,60.5,-167.0,194.0,CTD,2013,27.0,9.32,30.6,-0.867500568,6.0,9.31,30.6,-0.94160854,6.0,0.030452616,3.478158423,7.795291906,0.08,5.0
